Instancia,Clientes,Modo,Semilla,Iteraciones,TabuTenure,Swap,Relocate,FitnessGreedy,FitnessTabu,Mejora,PenalizacionGreedy,PenalizacionTabu,VehiculosGreedy,VehiculosTabu,TiempoTabuMs
C101,100,T,1782441570,20000,10,1,1,469110,62405.9,406704,46587.7,6032.33,10,10,7359.44
C102,100,T,1782441570,20000,10,1,1,449113,15256,433857,44584.3,1290.02,10,10,7459.53
C103,100,T,1782441570,20000,10,1,1,293863,8523.13,285340,29130.9,606.55,10,10,7676.45
C1_4_1,400,T,1782441570,20000,10,1,1,1.63262e+06,1.20072e+06,431906,161342,118111,36,36,155218
R1_6_1,600,T,1782441570,20000,10,1,1,1.19177e+06,935950,255820,115329,89763.6,54,54,364678
