Instancia,Clientes,Modo,Semilla,Iteraciones,TabuTenure,Swap,Relocate,FitnessGreedy,FitnessTabu,Mejora,PenalizacionGreedy,PenalizacionTabu,VehiculosGreedy,VehiculosTabu,TiempoTabuMs
C101,100,T,1782174794,20000,15,1,1,469110,64002.6,405108,46587.7,6190.19,10,10,53564
C102,100,T,1782174794,20000,15,1,1,449113,15142.5,433971,44584.3,1273.4,10,10,58268.7
C103,100,T,1782174794,20000,15,1,1,293863,8378.82,285484,29130.9,606.55,10,10,64102
C1_4_1,400,T,1782174794,20000,15,1,1,1.63262e+06,1.20072e+06,431906,161342,118111,36,36,1.12584e+06
R1_6_1,600,T,1782174794,20000,15,1,1,1.19177e+06,935950,255820,115329,89763.6,54,54,2.45492e+06
